Date,Category,Sales
2023-07-22,Groceries,1754.0
2023-07-22,Fashion,745.0
2023-07-22,Home & Kitchen,696.0
2023-07-23,Electronics,954.0
2023-07-23,Groceries,1832.0
2023-07-23,Fashion,841.0
2023-07-23,Home & Kitchen,502.0
2023-07-24,Electronics,880.0
2023-07-24,Groceries,1422.0
2023-07-24,Fashion,652.0
2023-07-24,Home & Kitchen,564.0
2023-07-25,Electronics,782.0
2023-07-25,Groceries,1544.0
2023-07-25,Fashion,684.0
2023-07-25,Home & Kitchen,477.0
2023-07-26,Electronics,809.0
2023-07-26,Groceries,1400.0
2023-07-26,Fashion,650.0
2023-07-26,Home & Kitchen,572.0
2023-07-27,Electronics,703.0
2023-07-27,Groceries,1589.0
2023-07-27,Fashion,792.0
2023-07-27,Home & Kitchen,512.0
2023-07-28,Electronics,731.0
2023-07-28,Groceries,1433.0
2023-07-28,Fashion,691.0
2023-07-28,Home & Kitchen,494.0
2023-07-29,Electronics,931.0
2023-07-29,Groceries,1738.0
2023-07-29,Fashion,893.0
2023-07-29,Home & Kitchen,661.0
2023-07-30,Electronics,1041.0
2023-07-30,Groceries,1817.0
2023-07-30,Fashion,742.0
2023-07-30,Home & Kitchen,622.0
2023-07-31,Electronics,749.0
2023-07-31,Groceries,1411.0
2023-07-31,Fashion,792.0
2023-07-31,Home & Kitchen,453.0
2023-08-01,Electronics,832.0
2023-08-01,Groceries,1456.0
2023-08-01,Fashion,744.0
2023-08-01,Home & Kitchen,511.0
2023-08-02,Electronics,746.0
2023-08-02,Groceries,1550.0
2023-08-02,Fashion,684.0
2023-08-02,Home & Kitchen,541.0
2023-08-03,Electronics,765.0
2023-08-03,Groceries,1474.0
2023-08-03,Fashion,778.0
2023-08-03,Home & Kitchen,502.0
2023-08-04,Electronics,865.0
2023-08-04,Groceries,1591.0
2023-08-04,Fashion,637.0
2023-08-04,Home & Kitchen,449.0
2023-08-05,Electronics,957.0
2023-08-05,Groceries,1781.0
2023-08-05,Fashion,769.0
2023-08-05,Home & Kitchen,578.0
2023-08-06,Electronics,950.0
2023-08-06,Groceries,1878.0
2023-08-06,Fashion,930.0
2023-08-06,Home & Kitchen,551.0
2023-08-07,Electronics,865.0
2023-08-07,Groceries,1478.0
2023-08-07,Fashion,629.0
2023-08-07,Home & Kitchen,505.0
2023-08-08,Electronics,750.0
2023-08-08,Groceries,1480.0
2023-08-08,Fashion,732.0
2023-08-08,Home & Kitchen,428.0
2023-08-09,Electronics,831.0
2023-08-09,Groceries,1537.0
2023-08-09,Fashion,783.0
2023-08-09,Home & Kitchen,544.0
2023-08-10,Electronics,773.0
2023-08-10,Groceries,1416.0
2023-08-10,Fashion,683.0
2023-08-10,Home & Kitchen,468.0
2023-08-11,Electronics,733.0
2023-08-11,Groceries,1405.0
2023-08-11,Fashion,652.0
2023-08-11,Home & Kitchen,593.0
2023-08-12,Electronics,985.0
2023-08-12,Groceries,1742.0
2023-08-12,Fashion,854.0
2023-08-12,Home & Kitchen,610.0
2023-08-13,Electronics,1010.0
2023-08-13,Groceries,1882.0
2023-08-13,Fashion,819.0
2023-08-13,Home & Kitchen,594.0
2023-08-14,Electronics,817.0
2023-08-14,Groceries,1543.0
2023-08-14,Fashion,607.0
2023-08-14,Home & Kitchen,531.0
2023-08-15,Electronics,803.0
2023-08-15,Groceries,1531.0
2023-08-15,Fashion,783.0
2023-08-15,Home & Kitchen,424.0
2023-08-16,Electronics,894.0
2023-08-16,Groceries,1495.0
2023-08-16,Fashion,794.0
2023-08-16,Home & Kitchen,554.0
2023-08-17,Electronics,792.0
2023-08-17,Groceries,1559.0
2023-08-17,Fashion,777.0
2023-08-17,Home & Kitchen,460.0
2023-08-18,Electronics,821.0
2023-08-18,Groceries,1450.0
2023-08-18,Fashion,746.0
2023-08-18,Home & Kitchen,420.0
2023-08-19,Electronics,864.0
2023-08-19,Groceries,1791.0
2023-08-19,Fashion,909.0
2023-08-19,Home & Kitchen,560.0
2023-08-20,Electronics,881.0
2023-08-20,Groceries,1848.0
2023-08-20,Fashion,809.0
2023-08-20,Home & Kitchen,500.0
2023-08-21,Electronics,832.0
2023-08-21,Groceries,1411.0
2023-08-21,Fashion,689.0
2023-08-21,Home & Kitchen,445.0
2023-08-22,Electronics,733.0
2023-08-22,Groceries,1576.0
2023-08-22,Fashion,677.0
2023-08-22,Home & Kitchen,444.0
2023-08-23,Electronics,854.0
2023-08-23,Groceries,1472.0
2023-08-23,Fashion,625.0
2023-08-23,Home & Kitchen,446.0
2023-08-24,Electronics,820.0
2023-08-24,Groceries,1455.0
2023-08-24,Fashion,693.0
2023-08-24,Home & Kitchen,506.0
2023-08-25,Electronics,762.0
2023-08-25,Groceries,1447.0
2023-08-25,Fashion,660.0
2023-08-25,Home & Kitchen,480.0
2023-08-26,Electronics,885.0
2023-08-26,Groceries,1735.0
2023-08-26,Fashion,740.0
2023-08-26,Home & Kitchen,507.0
2023-08-27,Electronics,972.0
2023-08-27,Groceries,1798.0
2023-08-27,Fashion,919.0
2023-08-27,Home & Kitchen,546.0
2023-08-28,Electronics,826.0
2023-08-28,Groceries,1455.0
2023-08-28,Fashion,613.0
2023-08-28,Home & Kitchen,427.0
2023-08-29,Electronics,777.0
2023-08-29,Groceries,1529.0
2023-08-29,Fashion,708.0
2023-08-29,Home & Kitchen,553.0
2023-08-30,Electronics,713.0
2023-08-30,Groceries,1586.0
2023-08-30,Fashion,655.0
2023-08-30,Home & Kitchen,514.0
2023-08-31,Electronics,706.0
2023-08-31,Groceries,1402.0
2023-08-31,Fashion,710.0
2023-08-31,Home & Kitchen,550.0
2023-09-01,Electronics,806.0
2023-09-01,Groceries,1417.0
2023-09-01,Fashion,637.0
2023-09-01,Home & Kitchen,514.0
2023-09-02,Electronics,874.0
2023-09-02,Groceries,1891.0
2023-09-02,Fashion,858.0
2023-09-02,Home & Kitchen,527.0
2023-09-03,Electronics,898.0
2023-09-03,Groceries,1884.0
2023-09-03,Fashion,756.0
2023-09-03,Home & Kitchen,585.0
2023-09-04,Electronics,825.0
2023-09-04,Groceries,1443.0
2023-09-04,Fashion,624.0
2023-09-04,Home & Kitchen,544.0
2023-09-05,Electronics,712.0
2023-09-05,Groceries,1424.0
2023-09-05,Fashion,667.0
2023-09-05,Home & Kitchen,537.0
2023-09-06,Electronics,766.0
2023-09-06,Groceries,1508.0
2023-09-06,Fashion,745.0
2023-09-06,Home & Kitchen,510.0
2023-09-07,Electronics,810.0
2023-09-07,Groceries,1433.0
2023-09-07,Fashion,710.0
2023-09-07,Home & Kitchen,407.0
2023-09-08,Electronics,867.0
2023-09-08,Groceries,1512.0
2023-09-08,Fashion,682.0
2023-09-08,Home & Kitchen,441.0
2023-09-09,Electronics,1028.0
2023-09-09,Groceries,1800.0
2023-09-09,Fashion,745.0
2023-09-09,Home & Kitchen,679.0
2023-09-10,Electronics,885.0
2023-09-10,Groceries,1763.0
2023-09-10,Fashion,926.0
2023-09-10,Home & Kitchen,683.0
2023-09-11,Electronics,758.0
2023-09-11,Groceries,1508.0
2023-09-11,Fashion,797.0
2023-09-11,Home & Kitchen,520.0
2023-09-12,Electronics,732.0
2023-09-12,Groceries,1580.0
2023-09-12,Fashion,749.0
2023-09-12,Home & Kitchen,420.0
2023-09-13,Electronics,897.0
2023-09-13,Groceries,1469.0
2023-09-13,Fashion,711.0
2023-09-13,Home & Kitchen,403.0
2023-09-14,Electronics,793.0
2023-09-14,Groceries,1474.0
2023-09-14,Fashion,789.0
2023-09-14,Home & Kitchen,461.0
2023-09-15,Electronics,793.0
2023-09-15,Groceries,1494.0
2023-09-15,Fashion,751.0
2023-09-15,Home & Kitchen,454.0
2023-09-16,Electronics,996.0
2023-09-16,Groceries,1830.0
2023-09-16,Fashion,770.0
2023-09-16,Home & Kitchen,539.0
2023-09-17,Electronics,895.0
2023-09-17,Groceries,1851.0
2023-09-17,Fashion,745.0
2023-09-17,Home & Kitchen,565.0
2023-09-18,Electronics,774.0
2023-09-18,Groceries,1403.0
2023-09-18,Fashion,678.0
2023-09-18,Home & Kitchen,533.0
2023-09-19,Electronics,817.0
2023-09-19,Groceries,1512.0
2023-09-19,Fashion,693.0
2023-09-19,Home & Kitchen,578.0
2023-09-20,Electronics,761.0
2023-09-20,Groceries,1584.0
2023-09-20,Fashion,793.0
2023-09-20,Home & Kitchen,478.0
2023-09-21,Electronics,835.0
2023-09-21,Groceries,1425.0
2023-09-21,Fashion,778.0
2023-09-21,Home & Kitchen,572.0
2023-09-22,Electronics,743.0
2023-09-22,Groceries,1532.0
2023-09-22,Fashion,669.0
2023-09-22,Home & Kitchen,553.0
2023-09-23,Electronics,977.0
2023-09-23,Groceries,1767.0
2023-09-23,Fashion,758.0
2023-09-23,Home & Kitchen,519.0
2023-09-24,Electronics,972.0
2023-09-24,Groceries,1839.0
2023-09-24,Fashion,786.0
2023-09-24,Home & Kitchen,500.0
2023-09-25,Electronics,789.0
2023-09-25,Groceries,1541.0
2023-09-25,Fashion,663.0
2023-09-25,Home & Kitchen,437.0
2023-09-26,Electronics,736.0
2023-09-26,Groceries,1525.0
2023-09-26,Fashion,738.0
2023-09-26,Home & Kitchen,499.0
2023-09-27,Electronics,776.0
2023-09-27,Groceries,1402.0
2023-09-27,Fashion,760.0
2023-09-27,Home & Kitchen,533.0
2023-09-28,Electronics,877.0
2023-09-28,Groceries,1409.0
2023-09-28,Fashion,604.0
2023-09-28,Home & Kitchen,550.0
2023-09-29,Electronics,837.0
2023-09-29,Groceries,1571.0
2023-09-29,Fashion,729.0
2023-09-29,Home & Kitchen,412.0
2023-09-30,Electronics,1027.0
2023-09-30,Groceries,1829.0
2023-09-30,Fashion,823.0
2023-09-30,Home & Kitchen,564.0
2023-10-01,Electronics,922.0
2023-10-01,Groceries,1800.0
2023-10-01,Fashion,812.0
2023-10-01,Home & Kitchen,516.0
2023-10-02,Electronics,708.0
2023-10-02,Groceries,1542.0
2023-10-02,Fashion,751.0
2023-10-02,Home & Kitchen,437.0
2023-10-03,Electronics,862.0
2023-10-03,Groceries,1493.0
2023-10-03,Fashion,694.0
2023-10-03,Home & Kitchen,448.0
2023-10-04,Electronics,768.0
2023-10-04,Groceries,1461.0
2023-10-04,Fashion,787.0
2023-10-04,Home & Kitchen,577.0
2023-10-05,Electronics,777.0
2023-10-05,Groceries,1516.0
2023-10-05,Fashion,719.0
2023-10-05,Home & Kitchen,536.0
2023-10-06,Electronics,861.0
2023-10-06,Groceries,1475.0
2023-10-06,Fashion,634.0
2023-10-06,Home & Kitchen,400.0
2023-10-07,Electronics,899.0
2023-10-07,Groceries,1763.0
2023-10-07,Fashion,889.0
2023-10-07,Home & Kitchen,559.0
2023-10-08,Electronics,923.0
2023-10-08,Groceries,1792.0
2023-10-08,Fashion,811.0
2023-10-08,Home & Kitchen,510.0
2023-10-09,Electronics,804.0
2023-10-09,Groceries,1413.0
2023-10-09,Fashion,659.0
2023-10-09,Home & Kitchen,429.0
2023-10-10,Electronics,734.0
2023-10-10,Groceries,1564.0
2023-10-10,Fashion,604.0
2023-10-10,Home & Kitchen,482.0
2023-10-11,Electronics,822.0
2023-10-11,Groceries,1477.0
2023-10-11,Fashion,753.0
2023-10-11,Home & Kitchen,461.0
2023-10-12,Electronics,831.0
2023-10-12,Groceries,1488.0
2023-10-12,Fashion,641.0
2023-10-12,Home & Kitchen,488.0
2023-10-13,Electronics,845.0
2023-10-13,Groceries,1439.0
2023-10-13,Fashion,671.0
2023-10-13,Home & Kitchen,438.0
2023-10-14,Electronics,963.0
2023-10-14,Groceries,1713.0
2023-10-14,Fashion,771.0
2023-10-14,Home & Kitchen,678.0
2023-10-15,Electronics,984.0
2023-10-15,Groceries,1865.0
2023-10-15,Fashion,836.0
2023-10-15,Home & Kitchen,522.0
2023-10-16,Electronics,762.0
2023-10-16,Groceries,1542.0
2023-10-16,Fashion,752.0
2023-10-16,Home & Kitchen,544.0
2023-10-17,Electronics,893.0
2023-10-17,Groceries,1452.0
2023-10-17,Fashion,703.0
2023-10-17,Home & Kitchen,503.0
2023-10-18,Electronics,878.0
2023-10-18,Groceries,1438.0
2023-10-18,Fashion,778.0
2023-10-18,Home & Kitchen,597.0
2023-10-19,Electronics,833.0
2023-10-19,Groceries,1466.0
2023-10-19,Fashion,734.0
2023-10-19,Home & Kitchen,578.0
2023-10-20,Electronics,899.0
2023-10-20,Groceries,1441.0
2023-10-20,Fashion,791.0
2023-10-20,Home & Kitchen,414.0
2023-10-21,Electronics,970.0
2023-10-21,Groceries,1856.0
2023-10-21,Fashion,772.0
2023-10-21,Home & Kitchen,654.0
2023-10-22,Electronics,1023.0
2023-10-22,Groceries,1856.0
2023-10-22,Fashion,777.0
2023-10-22,Home & Kitchen,684.0
2023-10-23,Electronics,796.0
2023-10-23,Groceries,1554.0
2023-10-23,Fashion,782.0
2023-10-23,Home & Kitchen,432.0
2023-10-24,Electronics,895.0
2023-10-24,Groceries,1485.0
2023-10-24,Fashion,665.0
2023-10-24,Home & Kitchen,409.0
2023-10-25,Electronics,704.0
2023-10-25,Groceries,1522.0
2023-10-25,Fashion,673.0
2023-10-25,Home & Kitchen,496.0
2023-10-26,Electronics,817.0
2023-10-26,Groceries,1437.0
2023-10-26,Fashion,740.0
2023-10-26,Home & Kitchen,558.0
2023-10-27,Electronics,746.0
2023-10-27,Groceries,1508.0
2023-10-27,Fashion,779.0
2023-10-27,Home & Kitchen,583.0
2023-10-28,Electronics,874.0
2023-10-28,Groceries,1856.0
2023-10-28,Fashion,875.0
2023-10-28,Home & Kitchen,504.0
2023-10-29,Electronics,1016.0
2023-10-29,Groceries,1746.0
2023-10-29,Fashion,807.0
2023-10-29,Home & Kitchen,575.0
2023-10-30,Electronics,872.0
2023-10-30,Groceries,1529.0
2023-10-30,Fashion,754.0
2023-10-30,Home & Kitchen,494.0
2023-10-31,Electronics,814.0
2023-10-31,Groceries,1563.0
2023-10-31,Fashion,635.0
2023-10-31,Home & Kitchen,425.0
2023-11-01,Electronics,742.0
2023-11-01,Groceries,1426.0
2023-11-01,Fashion,668.0
2023-11-01,Home & Kitchen,547.0
2023-11-02,Electronics,710.0
2023-11-02,Groceries,1473.0
2023-11-02,Fashion,703.0
2023-11-02,Home & Kitchen,437.0
2023-11-03,Electronics,833.0
2023-11-03,Groceries,1599.0
2023-11-03,Fashion,622.0
2023-11-03,Home & Kitchen,446.0
2023-11-04,Electronics,949.0
2023-11-04,Groceries,1745.0
2023-11-04,Fashion,846.0
2023-11-04,Home & Kitchen,639.0
2023-11-05,Electronics,1000.0
2023-11-05,Groceries,1803.0
2023-11-05,Fashion,929.0
2023-11-05,Home & Kitchen,610.0
2023-11-06,Electronics,803.0
2023-11-06,Groceries,1459.0
2023-11-06,Fashion,770.0
2023-11-06,Home & Kitchen,499.0
2023-11-07,Electronics,767.0
2023-11-07,Groceries,1532.0
2023-11-07,Fashion,719.0
2023-11-07,Home & Kitchen,436.0
2023-11-08,Electronics,771.0
2023-11-08,Groceries,1526.0
2023-11-08,Fashion,705.0
2023-11-08,Home & Kitchen,491.0
2023-11-09,Electronics,730.0
2023-11-09,Groceries,1521.0
2023-11-09,Fashion,736.0
2023-11-09,Home & Kitchen,450.0
2023-11-10,Electronics,728.0
2023-11-10,Groceries,1439.0
2023-11-10,Fashion,640.0
2023-11-10,Home & Kitchen,410.0
2023-11-11,Electronics,1010.0
2023-11-11,Groceries,1700.0
2023-11-11,Fashion,785.0
2023-11-11,Home & Kitchen,600.0
2023-11-12,Electronics,1008.0
2023-11-12,Groceries,1789.0
2023-11-12,Fashion,849.0
2023-11-12,Home & Kitchen,663.0
2023-11-13,Electronics,881.0
2023-11-13,Groceries,1456.0
2023-11-13,Fashion,600.0
2023-11-13,Home & Kitchen,462.0
2023-11-14,Electronics,881.0
2023-11-14,Groceries,1454.0
2023-11-14,Fashion,714.0
2023-11-14,Home & Kitchen,567.0
2023-11-15,Electronics,842.0
2023-11-15,Groceries,1548.0
2023-11-15,Fashion,774.0
2023-11-15,Home & Kitchen,452.0
2023-11-16,Electronics,836.0
2023-11-16,Groceries,1579.0
2023-11-16,Fashion,656.0
2023-11-16,Home & Kitchen,516.0
2023-11-17,Electronics,853.0
2023-11-17,Groceries,1568.0
2023-11-17,Fashion,634.0
2023-11-17,Home & Kitchen,462.0
2023-11-18,Electronics,884.0
2023-11-18,Groceries,1789.0
2023-11-18,Fashion,814.0
2023-11-18,Home & Kitchen,537.0
2023-11-19,Electronics,989.0
2023-11-19,Groceries,1834.0
2023-11-19,Fashion,901.0
2023-11-19,Home & Kitchen,590.0
2023-11-20,Electronics,716.0
2023-11-20,Groceries,1527.0
2023-11-20,Fashion,770.0
2023-11-20,Home & Kitchen,586.0
2023-11-21,Electronics,807.0
2023-11-21,Groceries,1578.0
2023-11-21,Fashion,781.0
2023-11-21,Home & Kitchen,551.0
2023-11-22,Electronics,724.0
2023-11-22,Groceries,1598.0
2023-11-22,Fashion,779.0
2023-11-22,Home & Kitchen,597.0
2023-11-23,Electronics,787.0
2023-11-23,Groceries,1560.0
2023-11-23,Fashion,776.0
2023-11-23,Home & Kitchen,428.0
2023-11-24,Electronics,762.0
2023-11-24,Groceries,1549.0
2023-11-24,Fashion,753.0
2023-11-24,Home & Kitchen,555.0
2023-11-25,Electronics,973.0
2023-11-25,Groceries,1748.0
2023-11-25,Fashion,938.0
2023-11-25,Home & Kitchen,580.0
2023-11-26,Electronics,943.0
2023-11-26,Groceries,1804.0
2023-11-26,Fashion,916.0
2023-11-26,Home & Kitchen,647.0
2023-11-27,Electronics,817.0
2023-11-27,Groceries,1485.0
2023-11-27,Fashion,662.0
2023-11-27,Home & Kitchen,588.0
2023-11-28,Electronics,803.0
2023-11-28,Groceries,1448.0
2023-11-28,Fashion,670.0
2023-11-28,Home & Kitchen,400.0
2023-11-29,Electronics,840.0
2023-11-29,Groceries,1578.0
2023-11-29,Fashion,722.0
2023-11-29,Home & Kitchen,583.0
2023-11-30,Electronics,761.0
2023-11-30,Groceries,1431.0
2023-11-30,Fashion,757.0
2023-11-30,Home & Kitchen,428.0
2023-12-01,Electronics,748.0
2023-12-01,Groceries,1572.0
2023-12-01,Fashion,629.0
2023-12-01,Home & Kitchen,543.0
2023-12-02,Electronics,1027.0
2023-12-02,Groceries,1718.0
2023-12-02,Fashion,757.0
2023-12-02,Home & Kitchen,500.0
2023-12-03,Electronics,937.0
2023-12-03,Groceries,1814.0
2023-12-03,Fashion,914.0
2023-12-03,Home & Kitchen,693.0
2023-12-04,Electronics,812.0
2023-12-04,Groceries,1513.0
2023-12-04,Fashion,765.0
2023-12-04,Home & Kitchen,578.0
2023-12-05,Electronics,762.0
2023-12-05,Groceries,1531.0
2023-12-05,Fashion,728.0
2023-12-05,Home & Kitchen,407.0
2023-12-06,Electronics,856.0
2023-12-06,Groceries,1454.0
2023-12-06,Fashion,702.0
2023-12-06,Home & Kitchen,530.0
2023-12-07,Electronics,731.0
2023-12-07,Groceries,1409.0
2023-12-07,Fashion,709.0
2023-12-07,Home & Kitchen,561.0
2023-12-08,Electronics,823.0
2023-12-08,Groceries,1486.0
2023-12-08,Fashion,654.0
2023-12-08,Home & Kitchen,431.0
2023-12-09,Electronics,1037.0
2023-12-09,Groceries,1834.0
2023-12-09,Fashion,832.0
2023-12-09,Home & Kitchen,507.0
2023-12-10,Electronics,924.0
2023-12-10,Groceries,1756.0
2023-12-10,Fashion,806.0
2023-12-10,Home & Kitchen,686.0
2023-12-11,Electronics,771.0
2023-12-11,Groceries,1453.0
2023-12-11,Fashion,666.0
2023-12-11,Home & Kitchen,450.0
2023-12-12,Electronics,796.0
2023-12-12,Groceries,1491.0
2023-12-12,Fashion,607.0
2023-12-12,Home & Kitchen,561.0
2023-12-13,Electronics,734.0
2023-12-13,Groceries,1495.0
2023-12-13,Fashion,687.0
2023-12-13,Home & Kitchen,477.0
2023-12-14,Electronics,731.0
2023-12-14,Groceries,1519.0
2023-12-14,Fashion,645.0
2023-12-14,Home & Kitchen,543.0
2023-12-15,Electronics,895.0
2023-12-15,Groceries,1564.0
2023-12-15,Fashion,781.0
2023-12-15,Home & Kitchen,541.0
2023-12-16,Electronics,914.0
2023-12-16,Groceries,1875.0
2023-12-16,Fashion,746.0
2023-12-16,Home & Kitchen,573.0
2023-12-17,Electronics,866.0
2023-12-17,Groceries,1860.0
2023-12-17,Fashion,890.0
2023-12-17,Home & Kitchen,584.0
2023-12-18,Electronics,846.0
2023-12-18,Groceries,1511.0
2023-12-18,Fashion,724.0
2023-12-18,Home & Kitchen,546.0
2023-12-19,Electronics,735.0
2023-12-19,Groceries,1428.0
2023-12-19,Fashion,787.0
2023-12-19,Home & Kitchen,481.0
2023-12-20,Electronics,701.0
2023-12-20,Groceries,1528.0
2023-12-20,Fashion,646.0
2023-12-20,Home & Kitchen,596.0
2023-12-21,Electronics,847.0
2023-12-21,Groceries,1410.0
2023-12-21,Fashion,729.0
2023-12-21,Home & Kitchen,594.0
2023-12-22,Electronics,818.0
2023-12-22,Groceries,1539.0
2023-12-22,Fashion,619.0
2023-12-22,Home & Kitchen,404.0
2023-12-23,Electronics,896.0
2023-12-23,Groceries,1865.0
2023-12-23,Fashion,876.0
2023-12-23,Home & Kitchen,552.0
2023-12-24,Electronics,1031.0
2023-12-24,Groceries,1798.0
2023-12-24,Fashion,825.0
2023-12-24,Home & Kitchen,607.0
2023-12-25,Electronics,723.0
2023-12-25,Groceries,1480.0
2023-12-25,Fashion,757.0
2023-12-25,Home & Kitchen,519.0
2023-12-26,Electronics,758.0
2023-12-26,Groceries,1527.0
2023-12-26,Fashion,713.0
2023-12-26,Home & Kitchen,514.0
2023-12-27,Electronics,713.0
2023-12-27,Groceries,1408.0
2023-12-27,Fashion,639.0
2023-12-27,Home & Kitchen,593.0
2023-12-28,Electronics,724.0
2023-12-28,Groceries,1502.0
2023-12-28,Fashion,621.0
2023-12-28,Home & Kitchen,403.0
2023-12-29,Electronics,853.0
2023-12-29,Groceries,1585.0
2023-12-29,Fashion,628.0
2023-12-29,Home & Kitchen,508.0
2023-12-30,Electronics,957.0
2023-12-30,Groceries,1736.0
2023-12-30,Fashion,814.0
2023-12-30,Home & Kitchen,569.0
2023-12-31,Electronics,1005.0
2023-12-31,Groceries,1827.0
2023-12-31,Fashion,824.0
2023-12-31,Home & Kitchen,541.0
2024-01-01,Electronics,799.0
2024-01-01,Groceries,1440.0
2024-01-01,Fashion,765.0
2024-01-01,Home & Kitchen,433.0
2024-01-02,Electronics,716.0
2024-01-02,Groceries,1564.0
2024-01-02,Fashion,752.0
2024-01-02,Home & Kitchen,521.0
2024-01-03,Electronics,775.0
2024-01-03,Groceries,1486.0
2024-01-03,Fashion,716.0
2024-01-03,Home & Kitchen,505.0
2024-01-04,Electronics,785.0
2024-01-04,Groceries,1426.0
2024-01-04,Fashion,656.0
2024-01-04,Home & Kitchen,430.0
2024-01-05,Electronics,833.0
2024-01-05,Groceries,1567.0
2024-01-05,Fashion,697.0
2024-01-05,Home & Kitchen,411.0
2024-01-06,Electronics,912.0
2024-01-06,Groceries,1898.0
2024-01-06,Fashion,877.0
2024-01-06,Home & Kitchen,672.0
2024-01-07,Electronics,1004.0
2024-01-07,Groceries,1853.0
2024-01-07,Fashion,929.0
2024-01-07,Home & Kitchen,621.0
2024-01-08,Electronics,745.0
2024-01-08,Groceries,1463.0
2024-01-08,Fashion,729.0
2024-01-08,Home & Kitchen,453.0
2024-01-09,Electronics,806.0
2024-01-09,Groceries,1592.0
2024-01-09,Fashion,650.0
2024-01-09,Home & Kitchen,580.0
2024-01-10,Electronics,735.0
2024-01-10,Groceries,1514.0
2024-01-10,Fashion,625.0
2024-01-10,Home & Kitchen,428.0
2024-01-11,Electronics,848.0
2024-01-11,Groceries,1410.0
2024-01-11,Fashion,639.0
2024-01-11,Home & Kitchen,410.0
2024-01-12,Electronics,863.0
2024-01-12,Groceries,1512.0
2024-01-12,Fashion,786.0
2024-01-12,Home & Kitchen,438.0
2024-01-13,Electronics,913.0
2024-01-13,Groceries,1797.0
2024-01-13,Fashion,794.0
2024-01-13,Home & Kitchen,610.0
2024-01-14,Electronics,1011.0
2024-01-14,Groceries,1849.0
2024-01-14,Fashion,808.0
2024-01-14,Home & Kitchen,555.0
2024-01-15,Electronics,732.0
2024-01-15,Groceries,1435.0
2024-01-15,Fashion,747.0
2024-01-15,Home & Kitchen,480.0
2024-01-16,Electronics,889.0
2024-01-16,Groceries,1508.0
2024-01-16,Fashion,753.0
2024-01-16,Home & Kitchen,593.0
2024-01-17,Electronics,772.0
2024-01-17,Groceries,1439.0
2024-01-17,Fashion,616.0
2024-01-17,Home & Kitchen,528.0
2024-01-18,Electronics,760.0
2024-01-18,Groceries,1570.0
2024-01-18,Fashion,703.0
2024-01-18,Home & Kitchen,441.0
2024-01-19,Electronics,724.0
2024-01-19,Groceries,1438.0
2024-01-19,Fashion,634.0
2024-01-19,Home & Kitchen,530.0
2024-01-20,Electronics,967.0
2024-01-20,Groceries,1871.0
2024-01-20,Fashion,918.0
2024-01-20,Home & Kitchen,601.0
2024-01-21,Electronics,957.0
2024-01-21,Groceries,1711.0
2024-01-21,Fashion,758.0
2024-01-21,Home & Kitchen,600.0
2024-01-22,Electronics,743.0
2024-01-22,Groceries,1586.0
2024-01-22,Fashion,648.0
2024-01-22,Home & Kitchen,588.0
2024-01-23,Electronics,716.0
2024-01-23,Groceries,1473.0
2024-01-23,Fashion,656.0
2024-01-23,Home & Kitchen,454.0
2024-01-24,Electronics,746.0
2024-01-24,Groceries,1411.0
2024-01-24,Fashion,661.0
2024-01-24,Home & Kitchen,479.0
2024-01-25,Electronics,782.0
2024-01-25,Groceries,1407.0
2024-01-25,Fashion,748.0
2024-01-25,Home & Kitchen,480.0
2024-01-26,Electronics,817.0
2024-01-26,Groceries,1597.0
2024-01-26,Fashion,799.0
2024-01-26,Home & Kitchen,424.0
2024-01-27,Electronics,948.0
2024-01-27,Groceries,1711.0
2024-01-27,Fashion,882.0
2024-01-27,Home & Kitchen,558.0
2024-01-28,Electronics,1013.0
2024-01-28,Groceries,1808.0
2024-01-28,Fashion,765.0
2024-01-28,Home & Kitchen,546.0
2024-01-29,Electronics,731.0
2024-01-29,Groceries,1409.0
2024-01-29,Fashion,615.0
2024-01-29,Home & Kitchen,598.0
2024-01-30,Electronics,844.0
2024-01-30,Groceries,1550.0
2024-01-30,Fashion,625.0
2024-01-30,Home & Kitchen,485.0
2024-01-31,Electronics,834.0
2024-01-31,Groceries,1413.0
2024-01-31,Fashion,678.0
2024-01-31,Home & Kitchen,516.0
2024-02-01,Electronics,706.0
2024-02-01,Groceries,1536.0
2024-02-01,Fashion,714.0
2024-02-01,Home & Kitchen,575.0
2024-02-02,Electronics,771.0
2024-02-02,Groceries,1458.0
2024-02-02,Fashion,681.0
2024-02-02,Home & Kitchen,515.0
2024-02-03,Electronics,1026.0
2024-02-03,Groceries,1845.0
2024-02-03,Fashion,926.0
2024-02-03,Home & Kitchen,602.0
2024-02-04,Electronics,876.0
2024-02-04,Groceries,1713.0
2024-02-04,Fashion,898.0
2024-02-04,Home & Kitchen,651.0
2024-02-05,Electronics,807.0
2024-02-05,Groceries,1587.0
2024-02-05,Fashion,644.0
2024-02-05,Home & Kitchen,497.0
2024-02-06,Electronics,830.0
2024-02-06,Groceries,1436.0
2024-02-06,Fashion,770.0
2024-02-06,Home & Kitchen,567.0
2024-02-07,Electronics,882.0
2024-02-07,Groceries,1507.0
2024-02-07,Fashion,638.0
2024-02-07,Home & Kitchen,414.0
2024-02-08,Electronics,819.0
2024-02-08,Groceries,1403.0
2024-02-08,Fashion,692.0
2024-02-08,Home & Kitchen,552.0
2024-02-09,Electronics,840.0
2024-02-09,Groceries,1560.0
2024-02-09,Fashion,615.0
